Year,m,d,Time,Time zone,Relative humidity (%),Snow depth (cm),Air temperature (degC),Wind direction (deg),Wind speed (m/s)
2016,1,1,00:00,UTC,81,0,-3.5,164,4.3
2016,1,1,01:00,UTC,78,0,-3.5,144,4.1
2016,1,1,02:00,UTC,78,0,-3.3,173,5
2016,1,1,03:00,UTC,78,0,-3,147,3.9
2016,1,1,04:00,UTC,76,0,-3.5,144,3.4
2016,1,1,05:00,UTC,82,0,-3.9,146,4.5
2016,1,1,06:00,UTC,85,0,-3.9,143,4
2016,1,1,07:00,UTC,84,0,-3.9,140,5
2016,1,1,08:00,UTC,80,0,-4.3,127,4.2
2016,1,1,09:00,UTC,78,0,-4.8,147,4.8
2016,1,1,10:00,UTC,78,0,-4.4,129,5.3
2016,1,1,11:00,UTC,75,0,-4.3,131,5.2
2016,1,1,12:00,UTC,74,0,-4.8,128,4.8
2016,1,1,13:00,UTC,71,0,-4.6,126,5.6
2016,1,1,14:00,UTC,72,0,-4.4,108,4.7
2016,1,1,15:00,UTC,70,0,-4.2,111,5.1
2016,1,1,16:00,UTC,70,0,-4.2,111,5.5
2016,1,1,17:00,UTC,75,0,-4.9,119,5.8
2016,1,1,18:00,UTC,80,0,-5.6,136,6.7
2016,1,1,19:00,UTC,77,0,-6.3,135,5.6
2016,1,1,20:00,UTC,77,0,-6.7,134,5.6
2016,1,1,21:00,UTC,79,0,-6.6,147,4.2
2016,1,1,22:00,UTC,77,0,-6.6,149,3.7
2016,1,1,23:00,UTC,78,0,-6.8,149,3.1
2016,1,2,00:00,UTC,76,0,-6.9,134,3.7
2016,1,2,01:00,UTC,76,0,-6.6,151,3.5
2016,1,2,02:00,UTC,75,0,-6.7,151,3.1
2016,1,2,03:00,UTC,72,0,-6.3,142,3.6
2016,1,2,04:00,UTC,74,0,-6.1,136,3
2016,1,2,05:00,UTC,69,0,-5.7,104,4.3
2016,1,2,06:00,UTC,68,0,-5.5,105,4.4
2016,1,2,07:00,UTC,74,0,-5.7,112,5.5
2016,1,2,08:00,UTC,78,0,-6.2,133,5.9
2016,1,2,09:00,UTC,82,0,-6.6,133,4.6
2016,1,2,10:00,UTC,81,0,-7.3,143,4.5
2016,1,2,11:00,UTC,83,0,-7.5,158,3.7
2016,1,2,12:00,UTC,80,0,-7.6,166,3.4
2016,1,2,13:00,UTC,79,0,-7.6,141,2.9
2016,1,2,14:00,UTC,78,0,-7,118,2.8
2016,1,2,15:00,UTC,75,0,-6.6,94,2.6
2016,1,2,16:00,UTC,77,0,-6.4,101,1.8
2016,1,2,17:00,UTC,81,0,-6.9,26,1.8
2016,1,2,18:00,UTC,84,0,-7.2,34,2.7
2016,1,2,19:00,UTC,83,0,-8,37,2.3
2016,1,2,20:00,UTC,84,0,-8.7,32,2.9
2016,1,2,21:00,UTC,83,0,-9.3,24,1.8
2016,1,2,22:00,UTC,80,0,-9.6,5,3
2016,1,2,23:00,UTC,79,0,-9.6,352,3.3
2016,1,3,00:00,UTC,82,0,-9.9,341,3.3
2016,1,3,01:00,UTC,82,0,-9.4,346,4.3
2016,1,3,02:00,UTC,81,0,-9.4,337,4.8
2016,1,3,03:00,UTC,80,0,-9.4,331,4.8
2016,1,3,04:00,UTC,82,0,-9.2,340,6.1
2016,1,3,05:00,UTC,81,0,-9,331,7.1
2016,1,3,06:00,UTC,79,0,-8.7,341,6.8
2016,1,3,07:00,UTC,78,0,-8.4,335,6.6
2016,1,3,08:00,UTC,88,0,-8.6,350,5.5
2016,1,3,09:00,UTC,89,0,-8.5,352,4.6
2016,1,3,10:00,UTC,89,2,-8.4,358,5.3
2016,1,3,11:00,UTC,86,2,-8.1,359,4.6
2016,1,3,12:00,UTC,84,2,-8.1,11,3.8
2016,1,3,13:00,UTC,83,2,-7.8,13,2.9
2016,1,3,14:00,UTC,85,2,-8,355,2.7
2016,1,3,15:00,UTC,86,2,-7.9,6,2.9
2016,1,3,16:00,UTC,85,2,-7.9,25,2.8
2016,1,3,17:00,UTC,84,2,-8.3,35,2.1
2016,1,3,18:00,UTC,84,2,-8.4,41,2.3
2016,1,3,19:00,UTC,85,2,-9.1,51,4.2
2016,1,3,20:00,UTC,86,2,-9,34,3.1
2016,1,3,21:00,UTC,86,2,-9,44,2.8
2016,1,3,22:00,UTC,90,2,-9.1,32,3.7
2016,1,3,23:00,UTC,91,4,-8.7,17,1.7
2016,1,4,00:00,UTC,93,5,-5.9,145,5.2
2016,1,4,01:00,UTC,83,5,-5.8,128,7.7
2016,1,4,02:00,UTC,67,5,-5.9,138,4.3
2016,1,4,03:00,UTC,70,5,-6.1,116,4.7
2016,1,4,04:00,UTC,84,5,-8.5,76,4.5
2016,1,4,05:00,UTC,84,5,-10.9,47,3.1
2016,1,4,06:00,UTC,83,4,-12.4,43,3.8
2016,1,4,07:00,UTC,85,4,-13.1,52,4.1
2016,1,4,08:00,UTC,85,4,-13.4,36,3.3
2016,1,4,09:00,UTC,81,4,-12.7,38,3.1
2016,1,4,10:00,UTC,80,4,-12.3,32,4.3
2016,1,4,11:00,UTC,79,4,-11.5,39,3
2016,1,4,12:00,UTC,81,4,-11.8,33,3.5
2016,1,4,13:00,UTC,81,4,-12.1,25,3.2
2016,1,4,14:00,UTC,81,4,-12.1,23,3.3
2016,1,4,15:00,UTC,81,4,-12.3,29,4.6
2016,1,4,16:00,UTC,82,4,-12.2,41,4.5
2016,1,4,17:00,UTC,80,4,-12.6,32,3.5
2016,1,4,18:00,UTC,80,4,-13.3,42,3.4
2016,1,4,19:00,UTC,80,4,-13.7,49,4.7
2016,1,4,20:00,UTC,79,4,-14,55,5.1
2016,1,4,21:00,UTC,79,4,-14.9,53,4.4
2016,1,4,22:00,UTC,80,3,-16.1,38,3.2
2016,1,4,23:00,UTC,80,3,-16.8,41,3.8
2016,1,5,00:00,UTC,81,4,-17.4,26,3
2016,1,5,01:00,UTC,81,4,-17.8,18,2.2
2016,1,5,02:00,UTC,81,4,-18.1,42,3.1
2016,1,5,03:00,UTC,80,4,-18.2,37,3.5
2016,1,5,04:00,UTC,81,4,-18.3,30,3.7
2016,1,5,05:00,UTC,80,4,-18.7,32,3.6
2016,1,5,06:00,UTC,81,4,-18.9,27,3
2016,1,5,07:00,UTC,80,4,-19,18,3.5
2016,1,5,08:00,UTC,79,4,-19.4,22,3.8
2016,1,5,09:00,UTC,78,4,-19.3,15,2.6
2016,1,5,10:00,UTC,76,4,-17.5,40,3.5
2016,1,5,11:00,UTC,75,4,-17,26,3.8
2016,1,5,12:00,UTC,76,4,-17.1,356,3.2
2016,1,5,13:00,UTC,78,4,-16.4,24,2.7
2016,1,5,14:00,UTC,82,4,-15.8,36,4.1
2016,1,5,15:00,UTC,81,4,-16.1,34,4.7
2016,1,5,16:00,UTC,76,4,-16.2,39,5.1
2016,1,5,17:00,UTC,78,4,-16,52,6.2
2016,1,5,18:00,UTC,82,4,-16.4,53,6.3
2016,1,5,19:00,UTC,82,4,-16.8,54,6.8
2016,1,5,20:00,UTC,81,3,-17.2,51,4.8
2016,1,5,21:00,UTC,80,4,-17.6,40,3.4
2016,1,5,22:00,UTC,79,4,-17.9,49,3.8
2016,1,5,23:00,UTC,78,4,-18.1,48,3.4
2016,1,6,00:00,UTC,77,4,-18.6,48,3.5
2016,1,6,01:00,UTC,78,4,-19,50,4.1
2016,1,6,02:00,UTC,79,4,-19.3,26,3.5
2016,1,6,03:00,UTC,79,4,-19.6,29,4.1
2016,1,6,04:00,UTC,79,4,-19.7,37,3.9
2016,1,6,05:00,UTC,79,4,-20.1,31,2.7
2016,1,6,06:00,UTC,79,4,-19.9,47,3.1
2016,1,6,07:00,UTC,79,4,-20,35,2.2
2016,1,6,08:00,UTC,78,4,-20.3,36,3.1
2016,1,6,09:00,UTC,77,4,-20.4,35,3.2
2016,1,6,10:00,UTC,76,4,-19.9,14,3
2016,1,6,11:00,UTC,76,4,-19.1,29,2.3
2016,1,6,12:00,UTC,76,4,-19,19,2.3
2016,1,6,13:00,UTC,76,4,-19.2,1,3.2
2016,1,6,14:00,UTC,77,4,-20.4,20,3.8
2016,1,6,15:00,UTC,78,4,-20.8,4,2.9
2016,1,6,16:00,UTC,78,4,-20.9,3,3.1
2016,1,6,17:00,UTC,78,4,-21,9,3
2016,1,6,18:00,UTC,78,4,-21.3,355,2.5
2016,1,6,19:00,UTC,78,4,-21.8,8,3
2016,1,6,20:00,UTC,76,4,-22.1,354,2.9
2016,1,6,21:00,UTC,76,4,-22.5,11,3.2
2016,1,6,22:00,UTC,76,4,-22.9,9,3.4
2016,1,6,23:00,UTC,76,4,-23,358,3.7
2016,1,7,00:00,UTC,76,4,-22.9,4,2.9
2016,1,7,01:00,UTC,75,4,-23.1,7,2.9
2016,1,7,02:00,UTC,76,4,-23.4,347,3.2
2016,1,7,03:00,UTC,76,4,-23.4,7,2.5
2016,1,7,04:00,UTC,77,4,-23.5,4,2.9
2016,1,7,05:00,UTC,77,4,-23.4,2,2.8
2016,1,7,06:00,UTC,76,4,-23.6,339,3
2016,1,7,07:00,UTC,76,4,-23.6,9,3
2016,1,7,08:00,UTC,75,4,-23.6,335,2.9
2016,1,7,09:00,UTC,74,4,-23,345,3.4
2016,1,7,10:00,UTC,72,4,-22.1,351,3.2
2016,1,7,11:00,UTC,71,4,-21.4,344,3.4
2016,1,7,12:00,UTC,72,4,-20.7,340,3.3
2016,1,7,13:00,UTC,73,4,-21.2,342,3.5
2016,1,7,14:00,UTC,73,4,-21.1,16,4
2016,1,7,15:00,UTC,74,4,-21.6,335,2.5
2016,1,7,16:00,UTC,75,4,-22.1,314,1.6
2016,1,7,17:00,UTC,75,4,-22.6,325,2
2016,1,7,18:00,UTC,76,4,-22.7,341,2.4
2016,1,7,19:00,UTC,76,4,-22.8,334,2.4
2016,1,7,20:00,UTC,77,4,-23,337,2.8
2016,1,7,21:00,UTC,77,4,-23.5,332,1.6
2016,1,7,22:00,UTC,78,4,-23.8,327,1.4
2016,1,7,23:00,UTC,79,4,-23.7,323,1.6
2016,1,8,00:00,UTC,79,4,-23.4,321,1.3
2016,1,8,01:00,UTC,79,4,-23.5,54,0.6
2016,1,8,02:00,UTC,78,4,-23.7,325,1.3
2016,1,8,03:00,UTC,78,4,-23.7,339,0.9
2016,1,8,04:00,UTC,79,5,-23.5,349,0.9
2016,1,8,05:00,UTC,80,5,-22.7,92,1.2
2016,1,8,06:00,UTC,80,4,-21.3,81,0.9
2016,1,8,07:00,UTC,80,4,-21.2,83,1.6
2016,1,8,08:00,UTC,81,4,-20,50,1.6
2016,1,8,09:00,UTC,82,5,-18.2,24,1.1
2016,1,8,10:00,UTC,84,4,-16,67,0.8
2016,1,8,11:00,UTC,84,6,-15.4,68,1.1
2016,1,8,12:00,UTC,85,6,-14.7,9,1
2016,1,8,13:00,UTC,86,5,-14.1,181,2.7
2016,1,8,14:00,UTC,75,5,-10.4,194,3.5
2016,1,8,15:00,UTC,75,5,-10.3,187,4.1
2016,1,8,16:00,UTC,76,5,-10.1,175,3.8
2016,1,8,17:00,UTC,78,5,-9.8,180,3.8
2016,1,8,18:00,UTC,78,6,-10.2,156,3.2
2016,1,8,19:00,UTC,78,6,-10.2,151,3.3
2016,1,8,20:00,UTC,80,6,-10.3,154,3.5
2016,1,8,21:00,UTC,73,6,-10.4,148,3.1
2016,1,8,22:00,UTC,72,6,-10.5,152,3.3
2016,1,8,23:00,UTC,70,6,-10.7,139,4
2016,1,9,00:00,UTC,74,6,-10.6,131,3.9
2016,1,9,01:00,UTC,72,6,-10.4,131,3.7
2016,1,9,02:00,UTC,72,6,-10.3,127,4.1
2016,1,9,03:00,UTC,77,6,-9.8,110,3.8
2016,1,9,04:00,UTC,78,6,-9.3,120,3.8
2016,1,9,05:00,UTC,79,6,-9.1,121,3.9
2016,1,9,06:00,UTC,85,6,-10.4,48,2
2016,1,9,07:00,UTC,84,5,-9.3,104,2.9
2016,1,9,08:00,UTC,75,5,-8.5,104,3.6
2016,1,9,09:00,UTC,74,5,-8.2,118,4.3
2016,1,9,10:00,UTC,74,5,-8.2,106,3.9
2016,1,9,11:00,UTC,91,6,-8.4,112,2.8
2016,1,9,12:00,UTC,88,7,-9.9,47,3.1
2016,1,9,13:00,UTC,87,7,-10.3,58,2.4
2016,1,9,14:00,UTC,88,8,-11.1,47,2.7
2016,1,9,15:00,UTC,88,8,-11.2,48,3.7
2016,1,9,16:00,UTC,87,8,-11.6,49,4.1
2016,1,9,17:00,UTC,87,9,-11.8,47,4.2
2016,1,9,18:00,UTC,86,9,-11.8,49,4.1
2016,1,9,19:00,UTC,86,9,-12.1,55,3.1
2016,1,9,20:00,UTC,85,10,-12.2,48,3.3
2016,1,9,21:00,UTC,85,9,-12.3,51,3.2
2016,1,9,22:00,UTC,85,9,-12.7,50,3.7
2016,1,9,23:00,UTC,84,10,-13,54,2.9
2016,1,10,00:00,UTC,85,11,-13.1,52,3.5
2016,1,10,01:00,UTC,86,10,-12.9,52,3.9
2016,1,10,02:00,UTC,86,11,-12.7,55,3.1
2016,1,10,03:00,UTC,86,12,-12.4,45,2.7
2016,1,10,04:00,UTC,86,12,-12.2,54,2.3
2016,1,10,05:00,UTC,86,12,-12.1,49,4
2016,1,10,06:00,UTC,85,11,-11.9,62,2.6
2016,1,10,07:00,UTC,84,11,-12,48,3.6
2016,1,10,08:00,UTC,84,11,-11.9,49,2.6
2016,1,10,09:00,UTC,85,11,-11.7,54,2.3
2016,1,10,10:00,UTC,86,11,-11.3,54,2.6
2016,1,10,11:00,UTC,86,14,-11,61,2.1
2016,1,10,12:00,UTC,87,13,-10.9,58,2.2
2016,1,10,13:00,UTC,87,14,-11.2,59,2.2
2016,1,10,14:00,UTC,87,15,-11.5,64,2.1
2016,1,10,15:00,UTC,88,14,-11.5,54,2.3
2016,1,10,16:00,UTC,87,14,-11.2,50,2.8
2016,1,10,17:00,UTC,88,13,-10.9,69,2.9
2016,1,10,18:00,UTC,87,13,-11,72,2.8
2016,1,10,19:00,UTC,88,12,-10.4,92,3
2016,1,10,20:00,UTC,89,12,-9.6,79,3.8
2016,1,10,21:00,UTC,91,14,-7.5,126,5.2
2016,1,10,22:00,UTC,90,12,-6.9,128,5.8
2016,1,10,23:00,UTC,87,12,-6.6,145,4.1
2016,1,11,00:00,UTC,88,12,-6.5,142,4.6
2016,1,11,01:00,UTC,87,12,-6.4,134,6.2
2016,1,11,02:00,UTC,88,11,-6,132,6.6
2016,1,11,03:00,UTC,90,11,-5.8,140,6.3
2016,1,11,04:00,UTC,91,11,-6,138,6.1
2016,1,11,05:00,UTC,90,11,-6.3,135,7.5
2016,1,11,06:00,UTC,89,11,-6.5,136,6.9
2016,1,11,07:00,UTC,90,11,-6.7,131,8.6
2016,1,11,08:00,UTC,89,11,-6.5,120,7.2
2016,1,11,09:00,UTC,88,10,-6.6,124,8.4
2016,1,11,10:00,UTC,89,10,-7.4,128,7.8
2016,1,11,11:00,UTC,87,10,-7.5,127,8.3
2016,1,11,12:00,UTC,90,10,-7.4,127,7.6
2016,1,11,13:00,UTC,91,10,-7.3,133,6.1
2016,1,11,14:00,UTC,90,10,-7.5,128,5.9
2016,1,11,15:00,UTC,91,10,-7.2,126,5.8
2016,1,11,16:00,UTC,91,10,-6.5,120,6
2016,1,11,17:00,UTC,87,10,-5.6,122,6.3
2016,1,11,18:00,UTC,80,10,-5.9,110,6.4
2016,1,11,19:00,UTC,76,10,-5.3,109,6.8
2016,1,11,20:00,UTC,78,10,-5,107,7.3
2016,1,11,21:00,UTC,81,9,-5.2,105,7.7
2016,1,11,22:00,UTC,82,9,-4.8,112,7.6
2016,1,11,23:00,UTC,94,10,-5.2,102,6.7
2016,1,12,00:00,UTC,95,21,-4.9,105,8.2
2016,1,12,01:00,UTC,96,11,-5,105,8.7
2016,1,12,02:00,UTC,96,12,-5.1,112,6.5
2016,1,12,03:00,UTC,95,14,-6,100,5.5
2016,1,12,04:00,UTC,93,15,-7.2,69,4.2
2016,1,12,05:00,UTC,94,18,-8.7,61,3.4
2016,1,12,06:00,UTC,94,21,-8.7,56,4.3
2016,1,12,07:00,UTC,94,23,-8.6,59,4.8
2016,1,12,08:00,UTC,94,23,-8.5,68,4.5
2016,1,12,09:00,UTC,94,27,-8,72,5
2016,1,12,10:00,UTC,94,29,-7.8,60,4.8
2016,1,12,11:00,UTC,94,31,-7.9,59,5.6
2016,1,12,12:00,UTC,94,31,-7.8,65,5.4
2016,1,12,13:00,UTC,94,31,-7.7,55,5.8
2016,1,12,14:00,UTC,94,32,-7.6,55,6.2
2016,1,12,15:00,UTC,94,32,-7.5,49,5.1
2016,1,12,16:00,UTC,93,32,-7.5,50,5.2
2016,1,12,17:00,UTC,93,31,-7.5,37,4.9
2016,1,12,18:00,UTC,93,31,-7.8,28,6
2016,1,12,19:00,UTC,93,30,-8,27,5.1
2016,1,12,20:00,UTC,92,30,-8.1,30,4.9
2016,1,12,21:00,UTC,91,30,-8.3,35,6.5
2016,1,12,22:00,UTC,90,29,-8.8,27,5.7
2016,1,12,23:00,UTC,90,29,-9,24,5.8
2016,1,13,00:00,UTC,91,29,-9.1,23,5.7
2016,1,13,01:00,UTC,90,29,-9.1,25,6.2
2016,1,13,02:00,UTC,89,29,-9.2,24,5.3
2016,1,13,03:00,UTC,88,28,-9.3,30,5.7
2016,1,13,04:00,UTC,88,28,-9.4,26,4.5
2016,1,13,05:00,UTC,86,28,-9.5,13,4.7
2016,1,13,06:00,UTC,85,28,-9.6,12,5.2
2016,1,13,07:00,UTC,85,28,-10.1,17,6
2016,1,13,08:00,UTC,83,27,-10.3,10,5.3
2016,1,13,09:00,UTC,84,27,-10.6,10,5.3
2016,1,13,10:00,UTC,82,27,-10.7,2,5.9
2016,1,13,11:00,UTC,82,27,-10.5,9,4.7
2016,1,13,12:00,UTC,83,27,-10.4,353,4.2
2016,1,13,13:00,UTC,84,26,-10.3,359,3.8
2016,1,13,14:00,UTC,84,26,-10.5,359,6.2
2016,1,13,15:00,UTC,82,26,-10.7,357,5.9
2016,1,13,16:00,UTC,82,26,-10.8,356,6.2
2016,1,13,17:00,UTC,84,26,-11,355,5.3
2016,1,13,18:00,UTC,84,26,-11,354,4.8
2016,1,13,19:00,UTC,85,26,-11.1,17,3.7
2016,1,13,20:00,UTC,86,26,-11.3,351,3.4
2016,1,13,21:00,UTC,82,26,-11.4,348,4
2016,1,13,22:00,UTC,82,25,-12.3,343,4.7
2016,1,13,23:00,UTC,84,25,-12.7,343,4.1
2016,1,14,00:00,UTC,85,25,-13,337,4.1
2016,1,14,01:00,UTC,81,25,-12.7,352,3.4
2016,1,14,02:00,UTC,88,25,-12,313,2.5
2016,1,14,03:00,UTC,87,25,-11.4,329,4.5
2016,1,14,04:00,UTC,85,25,-11.8,341,5
2016,1,14,05:00,UTC,85,25,-13,322,3.8
2016,1,14,06:00,UTC,85,25,-12.8,332,4.8
2016,1,14,07:00,UTC,84,25,-12.8,333,4.8
2016,1,14,08:00,UTC,83,24,-12.6,330,4.9
2016,1,14,09:00,UTC,81,24,-12.1,324,5.1
2016,1,14,10:00,UTC,79,24,-11.4,330,4.9
2016,1,14,11:00,UTC,79,24,-11.2,331,5.7
2016,1,14,12:00,UTC,78,24,-11.2,334,4.8
2016,1,14,13:00,UTC,80,24,-11.8,327,4.3
2016,1,14,14:00,UTC,81,23,-12,327,4.3
2016,1,14,15:00,UTC,81,23,-12.7,323,4.6
2016,1,14,16:00,UTC,83,23,-12.8,322,4.5
2016,1,14,17:00,UTC,83,23,-13,325,4.4
2016,1,14,18:00,UTC,84,23,-13.4,333,4.2
2016,1,14,19:00,UTC,85,23,-14.1,340,4.1
2016,1,14,20:00,UTC,85,23,-14.4,333,4.7
2016,1,14,21:00,UTC,87,22,-15,320,3.7
2016,1,14,22:00,UTC,85,22,-15.7,310,3.8
2016,1,14,23:00,UTC,87,22,-15.6,315,3
2016,1,15,00:00,UTC,85,22,-15.6,298,3.3
2016,1,15,01:00,UTC,85,22,-15.6,292,3.5
2016,1,15,02:00,UTC,84,22,-14.6,299,3.7
2016,1,15,03:00,UTC,87,22,-13.7,306,3.2
2016,1,15,04:00,UTC,89,22,-12.1,293,3.4
2016,1,15,05:00,UTC,89,22,-11.7,295,4.7
2016,1,15,06:00,UTC,88,22,-11.6,301,3.3
2016,1,15,07:00,UTC,89,22,-10.3,300,4.7
2016,1,15,08:00,UTC,89,22,-9,302,4.5
2016,1,15,09:00,UTC,86,22,-7.9,305,4.9
2016,1,15,10:00,UTC,84,21,-7.6,300,5
2016,1,15,11:00,UTC,83,21,-7,303,4.8
2016,1,15,12:00,UTC,82,21,-6.9,316,3.6
2016,1,15,13:00,UTC,82,21,-6.8,316,4.1
2016,1,15,14:00,UTC,84,21,-8,333,3
2016,1,15,15:00,UTC,87,21,-8.2,336,2.5
2016,1,15,16:00,UTC,89,21,-8.4,315,1.7
2016,1,15,17:00,UTC,88,21,-8.5,56,1.4
2016,1,15,18:00,UTC,89,21,-8.9,89,1.4
2016,1,15,19:00,UTC,88,20,-9.2,66,1.8
2016,1,15,20:00,UTC,89,21,-9.6,61,1.2
2016,1,15,21:00,UTC,89,21,-10.3,54,1.7
2016,1,15,22:00,UTC,90,21,-11.1,34,1.4
2016,1,15,23:00,UTC,90,20,-12.7,35,1.5
2016,1,16,00:00,UTC,90,20,-14.7,23,1.1
2016,1,16,01:00,UTC,89,20,-16.2,350,1.8
2016,1,16,02:00,UTC,89,20,-16,325,1
2016,1,16,03:00,UTC,88,20,-16.3,335,2.3
2016,1,16,04:00,UTC,89,20,-14.9,328,1.6
2016,1,16,05:00,UTC,88,20,-14.6,290,1.6
2016,1,16,06:00,UTC,89,20,-14.3,280,1.5
2016,1,16,07:00,UTC,88,20,-15.3,283,1.5
2016,1,16,08:00,UTC,88,20,-15,299,1.9
2016,1,16,09:00,UTC,88,20,-14.2,311,2
2016,1,16,10:00,UTC,89,20,-13.4,327,1.4
2016,1,16,11:00,UTC,90,20,-11.4,309,1.9
2016,1,16,12:00,UTC,88,20,-10.9,307,2.8
2016,1,16,13:00,UTC,87,19,-11.4,311,2.1
2016,1,16,14:00,UTC,90,19,-12.5,304,1.9
2016,1,16,15:00,UTC,90,19,-13.7,305,1.6
2016,1,16,16:00,UTC,90,19,-14,307,2
2016,1,16,17:00,UTC,90,19,-14.1,336,3.4
2016,1,16,18:00,UTC,90,19,-14.4,325,2.2
2016,1,16,19:00,UTC,89,19,-15,325,2
2016,1,16,20:00,UTC,90,19,-14.3,300,1.5
2016,1,16,21:00,UTC,88,19,-15.9,299,1.8
2016,1,16,22:00,UTC,91,19,-13,297,2
2016,1,16,23:00,UTC,89,19,-11.5,284,3
2016,1,17,00:00,UTC,89,19,-11.2,299,3.5
2016,1,17,01:00,UTC,88,19,-9.9,293,3.6
2016,1,17,02:00,UTC,90,19,-8.4,258,3.3
2016,1,17,03:00,UTC,88,19,-8.6,248,3.2
2016,1,17,04:00,UTC,90,19,-8.3,291,3.2
2016,1,17,05:00,UTC,90,19,-7.7,275,3.9
2016,1,17,06:00,UTC,91,19,-7.7,302,3.5
2016,1,17,07:00,UTC,92,19,-8.6,311,3.5
2016,1,17,08:00,UTC,93,19,-8.1,333,3
2016,1,17,09:00,UTC,92,18,-9,332,2.5
2016,1,17,10:00,UTC,90,19,-7.5,351,2.9
2016,1,17,11:00,UTC,85,18,-8.1,346,2.1
2016,1,17,12:00,UTC,86,19,-7.8,356,3
2016,1,17,13:00,UTC,87,19,-10.2,356,2.7
2016,1,17,14:00,UTC,87,19,-10.6,1,3.5
2016,1,17,15:00,UTC,88,19,-13,347,3.5
2016,1,17,16:00,UTC,88,19,-13.6,344,3.9
2016,1,17,17:00,UTC,88,19,-15,343,3.1
2016,1,17,18:00,UTC,88,19,-15.4,333,3.7
2016,1,17,19:00,UTC,88,18,-15.8,327,3.3
2016,1,17,20:00,UTC,88,18,-16.7,336,3.1
2016,1,17,21:00,UTC,88,18,-16.8,335,2.8
2016,1,17,22:00,UTC,86,19,-15.1,317,1.2
2016,1,17,23:00,UTC,85,19,-14.8,330,1.1
2016,1,18,00:00,UTC,84,21,-14.5,328,0.6
2016,1,18,01:00,UTC,83,18,-14.8,61,1.2
2016,1,18,02:00,UTC,84,19,-15,110,2.3
2016,1,18,03:00,UTC,83,18,-14.9,96,2.5
2016,1,18,04:00,UTC,85,20,-14.6,52,3
2016,1,18,05:00,UTC,86,20,-14.6,44,1.6
2016,1,18,06:00,UTC,86,21,-14.1,47,1.1
2016,1,18,07:00,UTC,86,22,-13.6,50,1.4
2016,1,18,08:00,UTC,85,22,-13.7,78,2.2
2016,1,18,09:00,UTC,85,22,-13.8,77,2
2016,1,18,10:00,UTC,85,22,-13.1,57,1.6
2016,1,18,11:00,UTC,84,22,-12.3,53,1.7
2016,1,18,12:00,UTC,85,22,-11.6,60,1.4
2016,1,18,13:00,UTC,87,22,-11.7,88,2.4
2016,1,18,14:00,UTC,87,23,-12.1,95,2.2
2016,1,18,15:00,UTC,87,23,-12.5,85,2.1
2016,1,18,16:00,UTC,88,22,-12.5,54,2.3
2016,1,18,17:00,UTC,88,24,-12.5,64,2.2
2016,1,18,18:00,UTC,87,24,-12.5,52,2.1
2016,1,18,19:00,UTC,87,24,-12.5,54,3.1
2016,1,18,20:00,UTC,86,23,-12.6,45,2.7
2016,1,18,21:00,UTC,86,23,-12.4,56,2.4
2016,1,18,22:00,UTC,87,23,-12,51,1.3
2016,1,18,23:00,UTC,87,23,-11.7,52,2.2
2016,1,19,00:00,UTC,87,23,-11.9,47,2.5
2016,1,19,01:00,UTC,87,23,-11.9,48,2.5
2016,1,19,02:00,UTC,86,23,-11.7,46,2.9
2016,1,19,03:00,UTC,87,23,-11.4,53,2.6
2016,1,19,04:00,UTC,86,23,-11.2,52,2.1
2016,1,19,05:00,UTC,86,23,-11.5,12,2
2016,1,19,06:00,UTC,86,23,-11.6,31,2.1
2016,1,19,07:00,UTC,85,23,-11.5,39,2.3
2016,1,19,08:00,UTC,85,23,-11.5,3,2.5
2016,1,19,09:00,UTC,85,23,-11.3,1,2.8
2016,1,19,10:00,UTC,85,22,-10.9,351,1.9
2016,1,19,11:00,UTC,85,22,-10.7,35,2.3
2016,1,19,12:00,UTC,85,22,-10.7,9,2.1
2016,1,19,13:00,UTC,85,22,-10.5,33,2.2
2016,1,19,14:00,UTC,85,22,-10.7,41,1.7
2016,1,19,15:00,UTC,85,22,-11.1,54,2.4
2016,1,19,16:00,UTC,85,22,-11.8,52,3.2
2016,1,19,17:00,UTC,86,22,-12.2,51,3.1
2016,1,19,18:00,UTC,86,22,-12.7,48,3
2016,1,19,19:00,UTC,86,21,-13.8,50,3.4
2016,1,19,20:00,UTC,85,21,-14.4,50,2.8
2016,1,19,21:00,UTC,84,21,-14.5,54,3.5
2016,1,19,22:00,UTC,84,21,-14.8,52,2.2
2016,1,19,23:00,UTC,84,21,-14.7,54,2.6
2016,1,20,00:00,UTC,84,21,-14.8,54,3.7
2016,1,20,01:00,UTC,84,21,-14.6,50,3.4
2016,1,20,02:00,UTC,86,21,-13.9,58,2.5
2016,1,20,03:00,UTC,86,21,-14.1,49,3.3
2016,1,20,04:00,UTC,86,21,-14.4,51,3.5
2016,1,20,05:00,UTC,86,21,-15,54,3.5
2016,1,20,06:00,UTC,85,21,-15.2,54,3.8
2016,1,20,07:00,UTC,85,21,-16.5,48,3.4
2016,1,20,08:00,UTC,85,21,-16.6,53,3.7
2016,1,20,09:00,UTC,84,21,-16.5,49,3
2016,1,20,10:00,UTC,82,21,-15.8,51,2.8
2016,1,20,11:00,UTC,79,21,-14.5,52,2.9
2016,1,20,12:00,UTC,79,21,-13.9,50,2
2016,1,20,13:00,UTC,80,21,-13.8,51,3
2016,1,20,14:00,UTC,82,20,-14.4,52,3
